time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2019/10/22/08:47:04.156566,4909,1571759224,47733000,/map,-173.7448272705078,-383.4066162109375,-11.211664199829102,0.018504667243011256,-0.013226691196578889,-0.01862204856290991,0.9995678322342793
2019/10/22/08:47:04.295198,4910,1571759224,148580000,/map,-173.4113311767578,-383.4333801269531,-11.191588401794434,0.017371954402528166,-0.012986481439713605,-0.021485049785181388,0.9995338709297352
2019/10/22/08:47:04.408780,4911,1571759224,249425000,/map,-173.05543518066406,-383.4598083496094,-11.182836532592773,0.017119291854134196,-0.01311990703898033,-0.024632985727113522,0.9994638632286158
2019/10/22/08:47:04.583488,4912,1571759224,350322000,/map,-172.6645050048828,-383.49420166015625,-11.176244735717773,0.016917372408847872,-0.013198041245467347,-0.028517943244089836,0.9993629676604943
2019/10/22/08:47:04.687004,4913,1571759224,552006000,/map,-171.84666442871094,-383.5858459472656,-11.153705596923828,0.016227563247466225,-0.012144349847493874,-0.03926866918928088,0.9990230991213036
2019/10/22/08:47:04.816161,4914,1571759224,652883000,/map,-171.4134521484375,-383.6356201171875,-11.132888793945312,0.01522457966277129,-0.011393214217128916,-0.04575967165327649,0.9987714750102141
2019/10/22/08:47:04.887587,4915,1571759224,753740000,/map,-170.96832275390625,-383.7001037597656,-11.109182357788086,0.014350211875510905,-0.011226244599263954,-0.0526223593650851,0.9984482611263227
2019/10/22/08:47:04.981855,4916,1571759224,854588000,/map,-170.51443481445312,-383.7630615234375,-11.102970123291016,0.012610088159069272,-0.011128253992537465,-0.06035683173733745,0.9980351699726462
2019/10/22/08:47:05.045856,4917,1571759224,955812000,/map,-170.04685974121094,-383.83636474609375,-11.084959030151367,0.0121713107263189,-0.010980000812367512,-0.06851713454404684,0.9975152635680503
2019/10/22/08:47:05.121959,4918,1571759225,56593000,/map,-169.57838439941406,-383.91595458984375,-11.067380905151367,0.01160817070985029,-0.010102356144795719,-0.0781478273159598,0.996823008291286
2019/10/22/08:47:05.219291,4919,1571759225,157172000,/map,-169.09707641601562,-383.99591064453125,-11.053711891174316,0.012215435752484795,-0.010671678028543422,-0.086809204962025,0.9960928974504804
2019/10/22/08:47:05.317160,4920,1571759225,258051000,/map,-168.61785888671875,-384.0911560058594,-11.046806335449219,0.01383271721650769,-0.010507414771440793,-0.09571754860828262,0.9952569522779783
2019/10/22/08:47:05.413422,4921,1571759225,358887000,/map,-168.13510131835938,-384.1880187988281,-11.048445701599121,0.01596323469931945,-0.009890502474602806,-0.10461432591353205,0.9943355549875463
2019/10/22/08:47:05.534484,4922,1571759225,459776000,/map,-167.6470184326172,-384.291259765625,-11.032472610473633,0.016922325549260243,-0.009952581877851321,-0.11297141100199151,0.9934042688191896
2019/10/22/08:47:05.642988,4923,1571759225,560612000,/map,-167.15798950195312,-384.4285583496094,-11.015243530273438,0.016737854487723094,-0.00973882467062524,-0.1203570384149194,0.9925417788814597
2019/10/22/08:47:05.724463,4924,1571759225,661475000,/map,-166.6795196533203,-384.5597229003906,-10.99476432800293,0.017743417384564773,-0.009107155943041187,-0.12678718858509663,0.9917294185718368
2019/10/22/08:47:05.815747,4925,1571759225,762457000,/map,-166.21206665039062,-384.6931457519531,-10.982941627502441,0.01770629157683057,-0.009095182727835308,-0.13311828530257408,0.9909002406942113
2019/10/22/08:47:05.921442,4926,1571759225,863220000,/map,-165.73260498046875,-384.8334045410156,-10.987791061401367,0.01804334261310856,-0.009442184314043886,-0.13959045954754115,0.9899998921949597
2019/10/22/08:47:06.025348,4927,1571759225,964051000,/map,-165.26414489746094,-384.9815673828125,-10.983391761779785,0.01890216109100242,-0.009515898924785325,-0.14633851639904213,0.9890081873229716
2019/10/22/08:47:06.132225,4928,1571759226,64914000,/map,-164.79351806640625,-385.12811279296875,-10.982036590576172,0.019225322865201705,-0.009743340823363953,-0.15311739134659305,0.9879729342130495
2019/10/22/08:47:06.223479,4929,1571759226,165788000,/map,-164.32626342773438,-385.29058837890625,-10.954787254333496,0.01954711937810584,-0.009525830706032181,-0.15904090854480837,0.9870325010264962
2019/10/22/08:47:06.329998,4930,1571759226,266669000,/map,-163.87730407714844,-385.446533203125,-10.947334289550781,0.020476609759129467,-0.00935906789421997,-0.16497402735575117,0.9860409152763122
2019/10/22/08:47:06.427679,4931,1571759226,367491000,/map,-163.42271423339844,-385.62890625,-10.936786651611328,0.021754725851923392,-0.009038681116718636,-0.17075955067879858,0.9850310705753158
2019/10/22/08:47:06.530282,4932,1571759226,468384000,/map,-162.95999145507812,-385.8124084472656,-10.924396514892578,0.0229745587927321,-0.008573264079488146,-0.17565923024371913,0.9841455703408347
2019/10/22/08:47:06.640487,4933,1571759226,569223000,/map,-162.49017333984375,-385.9963684082031,-10.911921501159668,0.022859539050427948,-0.008190732394922292,-0.18029698382725223,0.9833124381395937
2019/10/22/08:47:06.745418,4934,1571759226,670084000,/map,-162.03797912597656,-386.1971435546875,-10.89632511138916,0.023081729309713292,-0.007660584498845631,-0.18502764236054753,0.982432349212762
2019/10/22/08:47:06.819858,4935,1571759226,770949000,/map,-161.59799194335938,-386.38812255859375,-10.875924110412598,0.02234677952199672,-0.006985018295084675,-0.1901460000773221,0.9814766067609599
2019/10/22/08:47:06.941404,4936,1571759226,871806000,/map,-161.15081787109375,-386.5652770996094,-10.877668380737305,0.02286113589457883,-0.006721458811210489,-0.19506389520042763,0.9805010286819159
2019/10/22/08:47:07.033326,4937,1571759226,972667000,/map,-160.70333862304688,-386.77001953125,-10.866983413696289,0.023039377025301563,-0.006055997089798564,-0.20025160932754155,0.9794548509080262
2019/10/22/08:47:07.134334,4938,1571759227,73571000,/map,-160.2729949951172,-386.98089599609375,-10.85319995880127,0.023432289112363607,-0.005639232054483008,-0.20567032681820654,0.9783245083075871
2019/10/22/08:47:07.231577,4939,1571759227,174380000,/map,-159.8459014892578,-387.1904296875,-10.830731391906738,0.023536642022737954,-0.0042985196033841705,-0.2108876625262191,0.9772174491922155
2019/10/22/08:47:07.331587,4940,1571759227,275242000,/map,-159.42381286621094,-387.3889465332031,-10.818853378295898,0.02390440059952909,-0.003973701039497157,-0.21598862309504402,0.976095130622796
2019/10/22/08:47:07.454916,4941,1571759227,376094000,/map,-159.01571655273438,-387.6043395996094,-10.817683219909668,0.02374319107226441,-0.003720045191359194,-0.22107337148513054,0.9749610179702969
2019/10/22/08:47:07.541789,4942,1571759227,477109000,/map,-158.59878540039062,-387.8128662109375,-10.821592330932617,0.02441632573522483,-0.003064109529683551,-0.22652574861865601,0.9736942741349254
2019/10/22/08:47:07.635276,4943,1571759227,577832000,/map,-158.20265197753906,-388.03094482421875,-10.803242683410645,0.024182749484648075,-0.0023512422618961583,-0.2315538811008756,0.9725186200964535
2019/10/22/08:47:07.764786,4944,1571759227,678678000,/map,-157.84230041503906,-388.22894287109375,-10.80743408203125,0.024102458570383296,-0.0032023840596234667,-0.2366570688675644,0.9712889621437125
2019/10/22/08:47:07.843298,4945,1571759227,779541000,/map,-157.4626007080078,-388.4305419921875,-10.812873840332031,0.02525070328114922,-0.004003012835659671,-0.24255549630570788,0.9698006027446758
2019/10/22/08:47:07.954445,4946,1571759227,880419000,/map,-157.1006317138672,-388.6374206542969,-10.808159828186035,0.025745116657142627,-0.003617352400954121,-0.24800926086306374,0.9684087516416165
2019/10/22/08:47:08.045964,4947,1571759227,981262000,/map,-156.75283813476562,-388.8406066894531,-10.801663398742676,0.026332514266559068,-0.002536563594039031,-0.25301657277848666,0.9671001904854345
2019/10/22/08:47:08.160740,4948,1571759228,82131000,/map,-156.41510009765625,-389.05133056640625,-10.791637420654297,0.026941800070465736,-0.0024651743689633335,-0.25799697019617096,0.9657668588711718
2019/10/22/08:47:08.267567,4949,1571759228,182977000,/map,-156.07717895507812,-389.2445373535156,-10.788782119750977,0.02665964987884051,-0.0030204047213062326,-0.26217342655106524,0.9646477256668002
2019/10/22/08:47:08.361929,4950,1571759228,283845000,/map,-155.74533081054688,-389.4396057128906,-10.790252685546875,0.028684281787361213,-0.003510364838251483,-0.2646375763027469,0.9639148523213311
2019/10/22/08:47:08.443803,4951,1571759228,384701000,/map,-155.42861938476562,-389.627685546875,-10.789358139038086,0.029224177342037576,-0.004077108311070277,-0.2668606903160007,0.9632832899051912
2019/10/22/08:47:08.545001,4952,1571759228,485583000,/map,-155.1317901611328,-389.8151550292969,-10.793456077575684,0.030590576056749832,-0.004496838560858196,-0.26697189087119133,0.9632081834079974
2019/10/22/08:47:08.670761,4953,1571759228,586425000,/map,-154.8415069580078,-389.9932861328125,-10.782061576843262,0.03125539040233644,-0.004370792260654764,-0.2662089861536101,0.9633985532669637
2019/10/22/08:47:08.747322,4954,1571759228,687291000,/map,-154.56893920898438,-390.1567687988281,-10.779040336608887,0.031433504965990594,-0.004350686490314321,-0.26515939882994133,0.9636822606568827
2019/10/22/08:47:08.844787,4955,1571759228,788156000,/map,-154.31231689453125,-390.3172912597656,-10.771870613098145,0.031734998131197956,-0.0041154865390160295,-0.2638902341561168,0.9640217305544465
2019/10/22/08:47:08.958289,4956,1571759228,889038000,/map,-154.0612030029297,-390.4753723144531,-10.765952110290527,0.031122621121542425,-0.004613795668087626,-0.261812281645134,0.9646058389434656
2019/10/22/08:47:09.061913,4957,1571759228,989903000,/map,-153.827880859375,-390.62921142578125,-10.773242950439453,0.02982915299373813,-0.0048515265243751805,-0.2601359688620293,0.965098938983083
2019/10/22/08:47:09.172795,4958,1571759229,90728000,/map,-153.59933471679688,-390.76239013671875,-10.772937774658203,0.029855481758065103,-0.005162319062176495,-0.2587597624752996,0.9654664085273089
2019/10/22/08:47:09.256403,4959,1571759229,191647000,/map,-153.38485717773438,-390.891845703125,-10.769256591796875,0.03001690985509558,-0.005299623446472831,-0.25684631501322686,0.9659714641635141
2019/10/22/08:47:09.369201,4960,1571759229,292451000,/map,-153.18544006347656,-391.021728515625,-10.771408081054688,0.029866749047498743,-0.005275704104801606,-0.2546613588260293,0.9665545698864667
2019/10/22/08:47:09.473362,4961,1571759229,393409000,/map,-152.9933319091797,-391.1352844238281,-10.767682075500488,0.030941073604425946,-0.005372153041826134,-0.25292165037736725,0.9669769535548866
2019/10/22/08:47:09.564499,4962,1571759229,494177000,/map,-152.804931640625,-391.245849609375,-10.746792793273926,0.03102770402223522,-0.0052150352795972375,-0.25111879403591536,0.9674447975321842
2019/10/22/08:47:09.653667,4963,1571759229,595140000,/map,-152.64085388183594,-391.3453063964844,-10.748337745666504,0.03090712163826244,-0.005348703906747953,-0.24924981612857222,0.9679311289334734
2019/10/22/08:47:09.763972,4964,1571759229,695930000,/map,-152.4824981689453,-391.4339599609375,-10.747011184692383,0.0308761158657072,-0.005130358532799819,-0.24800605239244106,0.9682527267542759
2019/10/22/08:47:09.872739,4965,1571759229,796750000,/map,-152.3140411376953,-391.5368957519531,-10.742502212524414,0.029659398299337614,-0.005351882467200142,-0.2460984406770832,0.9687761531658831
2019/10/22/08:47:09.976656,4966,1571759229,897626000,/map,-152.15921020507812,-391.6259460449219,-10.748357772827148,0.029096897075683463,-0.005901324980747914,-0.24381351297008902,0.9693675855098639
2019/10/22/08:47:10.082936,4967,1571759229,998511000,/map,-152.00804138183594,-391.7003479003906,-10.751514434814453,0.02904202926120725,-0.005957377438487124,-0.24184882794848545,0.9698609253962087
2019/10/22/08:47:10.174106,4968,1571759230,99339000,/map,-151.8578643798828,-391.78759765625,-10.74899673461914,0.02894527388504732,-0.005739968870137344,-0.23978866315955913,0.9703765356279185
2019/10/22/08:47:10.279551,4969,1571759230,200196000,/map,-151.711181640625,-391.86798095703125,-10.746644973754883,0.027906361668317208,-0.005249244195573157,-0.2373666290716071,0.9710050276991332
2019/10/22/08:47:10.383403,4970,1571759230,301053000,/map,-151.55535888671875,-391.95751953125,-10.750256538391113,0.02738794606933522,-0.005371032840680949,-0.23532254970189564,0.9715165207129143
2019/10/22/08:47:10.492067,4971,1571759230,401936000,/map,-151.4058380126953,-392.04241943359375,-10.752838134765625,0.027781369653946893,-0.005943336425759009,-0.23332993478395542,0.9719825172224016
2019/10/22/08:47:10.587371,4972,1571759230,504537000,/map,-151.25331115722656,-392.1282043457031,-10.76714038848877,0.028272157238169445,-0.006427231655801061,-0.23101699541946802,0.9725176212520287
2019/10/22/08:47:10.704776,4973,1571759230,603671000,/map,-151.11521911621094,-392.2132263183594,-10.75046157836914,0.0282432979125381,-0.006096235980220314,-0.22917870203398513,0.9729554329792885
2019/10/22/08:47:10.789691,4974,1571759230,704497000,/map,-150.9590606689453,-392.2964782714844,-10.734618186950684,0.027142754718981952,-0.005577826337479507,-0.2269341624525803,0.9735158163232687
2019/10/22/08:47:10.907733,4975,1571759230,805362000,/map,-150.8041229248047,-392.3740234375,-10.738814353942871,0.025509568847327167,-0.0055425798420588755,-0.22480539138575803,0.9740539398358871
2019/10/22/08:47:10.980147,4976,1571759230,906228000,/map,-150.646728515625,-392.4527282714844,-10.746463775634766,0.025442516805361297,-0.005983825885871638,-0.2228966949868094,0.974491629276688
2019/10/22/08:47:11.083608,4977,1571759231,7125000,/map,-150.49984741210938,-392.5315246582031,-10.746971130371094,0.02598613793358836,-0.006275235895806277,-0.22065660216321742,0.9749851311540767
2019/10/22/08:47:11.195702,4978,1571759231,107936000,/map,-150.35569763183594,-392.6077575683594,-10.744284629821777,0.026552835063750235,-0.0067031824143634795,-0.21906544835901576,0.9753257628253549
2019/10/22/08:47:11.285019,4979,1571759231,208811000,/map,-150.20266723632812,-392.68951416015625,-10.737316131591797,0.026705967028852987,-0.006268661472260584,-0.21673162940565985,0.9758457337220715
2019/10/22/08:47:11.395846,4980,1571759231,309818000,/map,-150.05276489257812,-392.76763916015625,-10.734795570373535,0.026667502461511755,-0.006259406703552693,-0.2154631103757664,0.9761277130618642
2019/10/22/08:47:11.477538,4981,1571759231,410525000,/map,-149.8933563232422,-392.84710693359375,-10.733421325683594,0.026203916431458932,-0.006205966585251783,-0.21476289118912797,0.9762949048881093
2019/10/22/08:47:11.582331,4982,1571759231,511415000,/map,-149.7434844970703,-392.91693115234375,-10.73031997680664,0.02567934541277303,-0.006194791373847854,-0.21447525223529368,0.9763721431696076
2019/10/22/08:47:11.671894,4983,1571759231,612245000,/map,-149.59552001953125,-392.98809814453125,-10.726262092590332,0.02522978990696158,-0.005799484359699317,-0.2151649130767011,0.9762345434695024
2019/10/22/08:47:11.787725,4984,1571759231,713115000,/map,-149.4400634765625,-393.06365966796875,-10.716497421264648,0.025050439444589418,-0.0051968365838458265,-0.21673785938344756,0.9758945479318115
2019/10/22/08:47:11.895330,4985,1571759231,814007000,/map,-149.29669189453125,-393.1355285644531,-10.7174072265625,0.02518313847457229,-0.0049968861342929395,-0.21836163323135008,0.9755301316710155
2019/10/22/08:47:11.979492,4986,1571759231,916181000,/map,-149.13876342773438,-393.2162170410156,-10.711467742919922,0.025054432154909698,-0.005150816135006347,-0.21992681940056363,0.9751809773733746
2019/10/22/08:47:12.094503,4987,1571759232,15684000,/map,-148.986328125,-393.2924499511719,-10.707053184509277,0.026609048144697174,-0.004857005367409455,-0.22164795822168296,0.9747515327876397
2019/10/22/08:47:12.191069,4988,1571759232,116563000,/map,-148.8289031982422,-393.36676025390625,-10.705679893493652,0.026196843127382796,-0.005876679112006098,-0.22299939746417613,0.9744487974149223
2019/10/22/08:47:12.320503,4989,1571759232,217406000,/map,-148.66964721679688,-393.4573974609375,-10.70478630065918,0.0259972718827248,-0.005261171688732861,-0.2244194830749932,0.9741315914923764
2019/10/22/08:47:12.416487,4990,1571759232,320793000,/map,-148.5023193359375,-393.5423583984375,-10.69777774810791,0.02551909091469822,-0.005278316955590056,-0.22561094288699174,0.973868891493432
2019/10/22/08:47:12.498922,4991,1571759232,419147000,/map,-148.3428955078125,-393.6333923339844,-10.701949119567871,0.024994880185953958,-0.005159483430715936,-0.22685642880057738,0.97359375327036
2019/10/22/08:47:12.602953,4992,1571759232,520155000,/map,-148.1629180908203,-393.72503662109375,-10.690145492553711,0.024758714276570302,-0.005315511467088002,-0.22785401549831003,0.9733659635648403
2019/10/22/08:47:12.721180,4993,1571759232,620848000,/map,-147.9775390625,-393.8269958496094,-10.691656112670898,0.024583531653692498,-0.0050530872562607925,-0.22857469588819568,0.9732028178546502
2019/10/22/08:47:12.812985,4994,1571759232,721751000,/map,-147.79803466796875,-393.92999267578125,-10.678425788879395,0.02471845084427271,-0.004966603852195162,-0.22900507776907092,0.9730986616936723
2019/10/22/08:47:12.901088,4995,1571759232,822843000,/map,-147.60186767578125,-394.032958984375,-10.679405212402344,0.024955044575239324,-0.005425502369959719,-0.22905510784498928,0.9730783972755749
2019/10/22/08:47:13.013318,4996,1571759232,923511000,/map,-147.3933563232422,-394.1426696777344,-10.682336807250977,0.02528021172591592,-0.005816112696744205,-0.22888914817527597,0.9731067986484259
2019/10/22/08:47:13.105272,4997,1571759233,24336000,/map,-147.17172241210938,-394.2589111328125,-10.682271003723145,0.024945335655418677,-0.0062094443399013915,-0.2285963240680565,0.9731818399726745
2019/10/22/08:47:13.213001,4998,1571759233,125154000,/map,-146.9385528564453,-394.3867492675781,-10.681604385375977,0.024577805179006932,-0.006757069833994889,-0.22823424461701214,0.9732725225156329
2019/10/22/08:47:13.306170,4999,1571759233,226019000,/map,-146.69308471679688,-394.5129699707031,-10.68079662322998,0.024650507317097798,-0.007591445396877992,-0.22741147049117522,0.973457110269804
2019/10/22/08:47:13.420107,5000,1571759233,326878000,/map,-146.43792724609375,-394.6524963378906,-10.67255687713623,0.02484732077727801,-0.007730873291620125,-0.22648170343523286,0.9736677473642716
2019/10/22/08:47:13.523702,5001,1571759233,427732000,/map,-146.1673583984375,-394.7966003417969,-10.673897743225098,0.02538619124497618,-0.007442356133565058,-0.22511684484301414,0.9739725657312842
2019/10/22/08:47:13.622285,5002,1571759233,528592000,/map,-145.89047241210938,-394.9453430175781,-10.667549133300781,0.025704296916532306,-0.007448279712144793,-0.2231691488956228,0.9744123065882121
2019/10/22/08:47:13.711656,5003,1571759233,629447000,/map,-145.60000610351562,-395.0943298339844,-10.669693946838379,0.02526582694291381,-0.007719971338008162,-0.2213392054143284,0.9748389590993914
2019/10/22/08:47:13.826600,5004,1571759233,730318000,/map,-145.29869079589844,-395.248779296875,-10.661676406860352,0.024280235759888677,-0.007678632802790955,-0.21937169982011395,0.9753089592881622
2019/10/22/08:47:13.930449,5005,1571759233,831182000,/map,-144.97857666015625,-395.41375732421875,-10.663073539733887,0.02478117524167129,-0.00797558478375986,-0.21736301443105047,0.9757436155868229
2019/10/22/08:47:14.014065,5006,1571759233,932041000,/map,-144.64898681640625,-395.59002685546875,-10.645002365112305,0.025539774696990147,-0.00784879733057106,-0.21478039782744676,0.9762968283252662
2019/10/22/08:47:14.110724,5007,1571759234,32930000,/map,-144.30332946777344,-395.7512512207031,-10.648076057434082,0.026156768762742984,-0.007991424255347969,-0.21170374769591888,0.9769511163808383
2019/10/22/08:47:14.205174,5008,1571759234,133756000,/map,-143.93589782714844,-395.9253234863281,-10.63958740234375,0.026251054975881122,-0.008944058527067306,-0.20892599215269395,0.9775381402956766
2019/10/22/08:47:14.302641,5009,1571759234,234767000,/map,-143.55108642578125,-396.1080322265625,-10.625714302062988,0.026341779382098005,-0.008780111161023403,-0.20595109294616415,0.9781682716287957
2019/10/22/08:47:14.407101,5010,1571759234,335533000,/map,-143.1806182861328,-396.2793884277344,-10.61346435546875,0.027316405503640166,-0.008759082703240786,-0.20320251085913704,0.9787164206454804
2019/10/22/08:47:14.533671,5011,1571759234,436348000,/map,-142.77105712890625,-396.4635925292969,-10.599276542663574,0.027186102196969625,-0.008610734939413264,-0.20056008150142407,0.9792662685905613
2019/10/22/08:47:14.627854,5012,1571759234,537191000,/map,-142.37026977539062,-396.64935302734375,-10.605469703674316,0.02615937211620385,-0.008446278287540576,-0.19806075731195125,0.9798042069957608
2019/10/22/08:47:14.727914,5013,1571759234,638059000,/map,-141.96334838867188,-396.8359069824219,-10.586033821105957,0.02558866807154522,-0.00869787723626436,-0.1958248223103105,0.980266395407413
2019/10/22/08:47:14.833064,5014,1571759234,739022000,/map,-141.53956604003906,-397.01361083984375,-10.583273887634277,0.0253984480697174,-0.008426336941124945,-0.19356130862984255,0.9807231696472288
2019/10/22/08:47:14.936266,5015,1571759234,839792000,/map,-141.13031005859375,-397.1844177246094,-10.5729341506958,0.024475047056076307,-0.007831572557739724,-0.19163086867799867,0.981130597174806
2019/10/22/08:47:15.023795,5016,1571759234,940636000,/map,-140.71981811523438,-397.3692321777344,-10.564468383789062,0.023567956118938253,-0.007526119882500164,-0.1897841563035466,0.9815140768119636
2019/10/22/08:47:15.123363,5017,1571759235,41505000,/map,-140.3379364013672,-397.532958984375,-10.551839828491211,0.02425255332012841,-0.006964146162664706,-0.1879004072663753,0.9818639168819728
2019/10/22/08:47:15.231163,5018,1571759235,142363000,/map,-139.95652770996094,-397.6961975097656,-10.548911094665527,0.02489223998860283,-0.005736823887127365,-0.18683881968934288,0.9820584100231161
2019/10/22/08:47:15.308204,5019,1571759235,243496000,/map,-139.57925415039062,-397.8487854003906,-10.541189193725586,0.025427478116331385,-0.005743972028038446,-0.18543962746678572,0.9823098262294663
2019/10/22/08:47:15.401683,5020,1571759235,344084000,/map,-139.2154998779297,-398.0037536621094,-10.52998161315918,0.02504571578733939,-0.005169391133730799,-0.18435637730000534,0.9825266997210937
2019/10/22/08:47:15.499111,5021,1571759235,444942000,/map,-138.83810424804688,-398.15679931640625,-10.533108711242676,0.024351275155148403,-0.004777244846020302,-0.1833311889208192,0.9827379449776418
2019/10/22/08:47:15.616675,5022,1571759235,545801000,/map,-138.49417114257812,-398.30364990234375,-10.523214340209961,0.023696935029425194,-0.005087885885329855,-0.1824627610104322,0.9829139888779074
2019/10/22/08:47:15.715089,5023,1571759235,646666000,/map,-138.1399688720703,-398.4519958496094,-10.517108917236328,0.0227516649855361,-0.005296355544235162,-0.1817616690949553,0.9830651077147183
2019/10/22/08:47:15.804060,5024,1571759235,747794000,/map,-137.78347778320312,-398.5928649902344,-10.508346557617188,0.0233623744988903,-0.00419681871067114,-0.18082083202907,0.9832295829941237
2019/10/22/08:47:15.924386,5025,1571759235,848387000,/map,-137.4402313232422,-398.7259521484375,-10.504508972167969,0.02309680562335236,-0.004696787865760573,-0.1800869510294506,0.9833682768030791
